"ID","Category","Name","Method","Checked","Observed","Recommended","Operator","Severity","Result","Detail","Hostname"
"10108","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\EnableFirewall","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\EnableFirewall","","1","=","Medium","Medium","Result=, Recommended=1",
"10109","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DisableNotifications","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DisableNotifications","","1","=","Medium","Medium","Result=, Recommended=1",
"10110","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DefaultInboundAction","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DefaultInboundAction","","1","=","Medium","Medium","Result=, Recommended=1",
"10111","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DefaultOutboundAction","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\DefaultOutboundAction","","0","=","Medium","Medium","Result=, Recommended=0",
"10112","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogSuccessfulConnections","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogSuccessfulConnections","","1","=","Medium","Medium","Result=, Recommended=1",
"10113","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogDroppedPackets","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogDroppedPackets","","1","=","Medium","Medium","Result=, Recommended=1",
"10114","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogFileSize","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging\LogFileSize","","16384","=","Medium","Medium","Result=, Recommended=16384",
"10115","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DefaultOutboundAction","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DefaultOutboundAction","","0","=","Medium","Medium","Result=, Recommended=0",
"10116","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\EnableFirewall","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\EnableFirewall","","1","=","Medium","Medium","Result=, Recommended=1",
"10117","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DisableNotifications","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DisableNotifications","","1","=","Medium","Medium","Result=, Recommended=1",
"10118","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\AllowLocalIPsecPolicyMerge","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\AllowLocalIPsecPolicyMerge","","0","=","Medium","Medium","Result=, Recommended=0",
"10119","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\AllowLocalPolicyMerge","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\AllowLocalPolicyMerge","","0","=","Medium","Medium","Result=, Recommended=0",
"10120","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DefaultInboundAction","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\DefaultInboundAction","","1","=","Medium","Medium","Result=, Recommended=1",
"10121","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogFileSize","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogFileSize","","16384","=","Medium","Medium","Result=, Recommended=16384",
"10122","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogDroppedPackets","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogDroppedPackets","","1","=","Medium","Medium","Result=, Recommended=1",
"10123","Registry (MS baseline)","Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogSuccessfulConnections","Registry","HKLM:\Software\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging\LogSuccessfulConnections","","1","=","Medium","Medium","Result=, Recommended=1",
"10124","Registry (MS baseline)","Software\Policies\Microsoft\WindowsInkWorkspace\AllowWindowsInkWorkspace","Registry","HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace\AllowWindowsInkWorkspace","","1","=","Medium","Medium","Result=, Recommended=1",
"10125","Registry (MS baseline)","SYSTEM\CurrentControlSet\Control\Lsa\RunAsPPL","Registry","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\RunAsPPL","","1","=","Medium","Medium","Result=, Recommended=1",
"10126","Registry (MS baseline)","SYSTEM\CurrentControlSet\Control\Print\RpcAuthnLevelPrivacyEnabled","Registry","HKLM:\SYSTEM\CurrentControlSet\Control\Print\RpcAuthnLevelPrivacyEnabled","","1","=","Medium","Medium","Result=, Recommended=1",
"10127","Registry (MS baseline)","SYSTEM\CurrentControlSet\Control\Session Manager\kernel\DisableExceptionChainValidation","Registry","HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel\DisableExceptionChainValidation","","0","=","Medium","Medium","Result=, Recommended=0",
"10128","Registry (MS baseline)","SYSTEM\CurrentControlSet\Policies\EarlyLaunch\DriverLoadPolicy","Registry","HKLM:\SYSTEM\CurrentControlSet\Policies\EarlyLaunch\DriverLoadPolicy","","3","=","Medium","Medium","Result=, Recommended=3",
"10129","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\SMB1","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\SMB1","","0","=","Medium","Medium","Result=, Recommended=0",
"10130","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\MrxSmb10\Start","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10\Start","","4","=","Medium","Medium","Result=, Recommended=4",
"10131","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NoNameReleaseOnDemand","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NoNameReleaseOnDemand","","1","=","Medium","Medium","Result=, Recommended=1",
"10132","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NodeType","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NodeType","","2","=","Medium","Medium","Result=, Recommended=2",
"10133","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\EnableICMPRedirect","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\EnableICMPRedirect","","0","=","Medium","Medium","Result=, Recommended=0",
"10134","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\DisableIPSourceRouting","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\DisableIPSourceRouting","","2","=","Medium","Medium","Result=, Recommended=2",
"10135","Registry (MS baseline)","SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters\DisableIPSourceRouting","Registry","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters\DisableIPSourceRouting","","2","=","Medium","Medium","Result=, Recommended=2",
"10136","Registry (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\Ext\RunThisTimeEnabled","Registry","HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Ext\RunThisTimeEnabled","","0","=","Medium","Medium","Result=, Recommended=0",
"10137","Registry (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\Ext\VersionCheckEnabled","Registry","HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Ext\VersionCheckEnabled","","1","=","Medium","Medium","Result=, Recommended=1",
"10138","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Download\RunInvalidSignatures","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Download\RunInvalidSignatures","","0","=","Medium","Medium","Result=, Recommended=0",
"10139","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Download\CheckExeSignatures","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Download\CheckExeSignatures","","yes","=","Medium","Medium","Result=, Recommended=yes",
"10140","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\Isolation64Bit","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\Isolation64Bit","","1","=","Medium","Medium","Result=, Recommended=1",
"10141","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\DisableEPMCompat","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\DisableEPMCompat","","1","=","Medium","Medium","Result=, Recommended=1",
"10142","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\Isolation","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\Isolation","","PMEM","=","Medium","Medium","Result=, Recommended=PMEM",
"10143","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\DisableInternetExplorerLaunchViaCOM","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\DisableInternetExplorerLaunchViaCOM","","1","=","Medium","Medium","Result=, Recommended=1",
"10144","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10145","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10146","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10147","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10148","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10149","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10150","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10151","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10152","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10153","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10154","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10155","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10156","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10157","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10158","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10159","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10160","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10161","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10162","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10163","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10164","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10165","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\(Reserved)","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\(Reserved)","","1","=","Medium","Medium","Result=, Recommended=1",
"10166","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\explorer.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\explorer.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10167","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\iexplore.exe","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION\iexplore.exe","","1","=","Medium","Medium","Result=, Recommended=1",
"10168","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\PhishingFilter\PreventOverrideAppRepUnknown","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter\PreventOverrideAppRepUnknown","","1","=","Medium","Medium","Result=, Recommended=1",
"10169","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\PhishingFilter\PreventOverride","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter\PreventOverride","","1","=","Medium","Medium","Result=, Recommended=1",
"10170","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\PhishingFilter\EnabledV9","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter\EnabledV9","","1","=","Medium","Medium","Result=, Recommended=1",
"10171","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Restrictions\NoCrashDetection","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Restrictions\NoCrashDetection","","1","=","Medium","Medium","Result=, Recommended=1",
"10172","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Security\DisableSecuritySettingsCheck","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Security\DisableSecuritySettingsCheck","","0","=","Medium","Medium","Result=, Recommended=0",
"10173","Registry (MS baseline)","Software\Policies\Microsoft\Internet Explorer\Security\ActiveX\BlockNonAdminActiveXInstall","Registry","HKLM:\Software\Policies\Microsoft\Internet Explorer\Security\ActiveX\BlockNonAdminActiveXInstall","","1","=","Medium","Medium","Result=, Recommended=1",
"10174","Registry (MS baseline)","Software\Policies\Microsoft\Windows\AxInstaller\OnlyUseAXISForActiveXInstall","Registry","HKLM:\Software\Policies\Microsoft\Windows\AxInstaller\OnlyUseAXISForActiveXInstall","","1","=","Medium","Medium","Result=, Recommended=1",
"10175","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_zones_map_edit","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_zones_map_edit","","1","=","Medium","Medium","Result=, Recommended=1",
"10176","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_options_edit","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_options_edit","","1","=","Medium","Medium","Result=, Recommended=1",
"10177","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_HKLM_only","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_HKLM_only","","1","=","Medium","Medium","Result=, Recommended=1",
"10178","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\CertificateRevocation","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\CertificateRevocation","","1","=","Medium","Medium","Result=, Recommended=1",
"10179","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\PreventIgnoreCertErrors","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\PreventIgnoreCertErrors","","1","=","Medium","Medium","Result=, Recommended=1",
"10180","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\WarnOnBadCertRecving","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\WarnOnBadCertRecving","","1","=","Medium","Medium","Result=, Recommended=1",
"10181","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnableSSL3Fallback","","0","=","Medium","Medium","Result=, Recommended=0",
"10182","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\SecureProtocols","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\SecureProtocols","","2560","=","Medium","Medium","Result=, Recommended=2560",
"10183","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10184","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10185","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10186","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3\2301","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3\2301","","0","=","Medium","Medium","Result=, Recommended=0",
"10187","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4\2301","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4\2301","","0","=","Medium","Medium","Result=, Recommended=0",
"10188","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10189","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet","","0","=","Medium","Medium","Result=, Recommended=0",
"10190","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0\1C00","","0","=","Medium","Medium","Result=, Recommended=0",
"10191","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0\270C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0\270C","","0","=","Medium","Medium","Result=, Recommended=0",
"10192","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\270C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\270C","","0","=","Medium","Medium","Result=, Recommended=0",
"10193","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\1201","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\1201","","3","=","Medium","Medium","Result=, Recommended=3",
"10194","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1\1C00","","65536","=","Medium","Medium","Result=, Recommended=65536",
"10195","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\1C00","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\1C00","","65536","=","Medium","Medium","Result=, Recommended=65536",
"10196","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\270C","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\270C","","0","=","Medium","Medium","Result=, Recommended=0",
"10197","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\1201","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2\1201","","3","=","Medium","Medium","Result=, Recommended=3",
"10198","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2001","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2001","","3","=","Medium","Medium","Result=, Recommended=3",
"10199","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2102","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2102","","3","=","Medium","Medium","Result=, Recommended=3",
"10200","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1802","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1802","","3","=","Medium","Medium","Result=, Recommended=3",
"10201","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\160A","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\160A","","3","=","Medium","Medium","Result=, Recommended=3",
"10202","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1201","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1201","","3","=","Medium","Medium","Result=, Recommended=3",
"10203","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1406","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1406","","3","=","Medium","Medium","Result=, Recommended=3",
"10204","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1804","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1804","","3","=","Medium","Medium","Result=, Recommended=3",
"10205","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2200","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2200","","3","=","Medium","Medium","Result=, Recommended=3",
"10206","Registry (MS baseline)","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1209","Registry","HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1209","","3","=","Medium","Medium","Result=, Recommended=3",
